PERMNO,date,TICKER,COMNAM,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,OPENPRC,vwretd,vwretx,ewretd,ewretx,sprtn
47896,2022/2/7,JPM,JPMORGAN CHASE & CO,150.85001,153.62,153.07001,12572283,0.003343,153,153.00999,153.27,-0.001807,-0.001837,0.004501,0.004462,-0.003702
47896,2022/2/8,JPM,JPMORGAN CHASE & CO,154.8,158.48,155.95,20411387,0.018815,155.94,155.95,155,0.009147,0.00914,0.008339,0.008321,0.008401
47896,2022/2/9,JPM,JPMORGAN CHASE & CO,155.82001,157.4305,156.60001,9131135,0.004168,156.60001,156.61,156.59,0.016251,0.016166,0.016842,0.016818,0.014517
47896,2022/2/10,JPM,JPMORGAN CHASE & CO,155.22,159.03,155.95,16455635,-0.004151,155.91,155.95,156.66,-0.016293,-0.016406,-0.010505,-0.010605,-0.018116
47896,2022/2/11,JPM,JPMORGAN CHASE & CO,152.97,158.19,153.92,16830005,-0.013017,153.85001,153.86,155.61,-0.017672,-0.017716,-0.011637,-0.011691,-0.018969
47896,2022/2/14,JPM,JPMORGAN CHASE & CO,150.31779,153.67999,152.49001,17026491,-0.00929,152.45,152.46001,152.73,-0.004128,-0.004236,-0.008027,-0.00814,-0.003841
47896,2022/2/15,JPM,JPMORGAN CHASE & CO,153.85001,155.94,154.72,9500867,0.014624,154.7,154.75,154.50999,0.017622,0.017542,0.021559,0.021528,0.015767
47896,2022/2/16,JPM,JPMORGAN CHASE & CO,153.74001,156.10001,155,9076526,0.00181,155.02,155.03,153.74001,0.000308,0.000219,0.001503,0.001478,0.000881
47896,2022/2/17,JPM,JPMORGAN CHASE & CO,150.66499,153.73,151.42999,11367457,-0.023032,151.39999,151.41,153,-0.021239,-0.021335,-0.017211,-0.017318,-0.021173
47896,2022/2/18,JPM,JPMORGAN CHASE & CO,151.13,154.14,152.14,11733315,0.004689,152.17999,152.19,152.13,-0.008297,-0.008413,-0.01007,-0.010122,-0.007166
47896,2022/2/22,JPM,JPMORGAN CHASE & CO,150.41,153.24001,151.87,11333475,-0.001775,151.88,151.89,150.60001,-0.011235,-0.011258,-0.014612,-0.014653,-0.010143
47896,2022/2/23,JPM,JPMORGAN CHASE & CO,147.97,153.3,148.69,11799031,-0.020939,148.74001,148.75,153.12,-0.018075,-0.018087,-0.013319,-0.013339,-0.018412
47896,2022/2/24,JPM,JPMORGAN CHASE & CO,139.78,144.99001,144.55,25655100,-0.027843,144.52,144.53,142.94,0.016083,0.016019,0.013783,0.013731,0.014957
47896,2022/2/25,JPM,JPMORGAN CHASE & CO,144.91,150.12691,147.97,18367679,0.02366,148.03999,148.05,145.25,0.022121,0.022022,0.016934,0.016865,0.022373
47896,2022/2/28,JPM,JPMORGAN CHASE & CO,140.88,145.06,141.8,31315344,-0.041698,141.81,141.85001,143.55,-0.000365,-0.000452,0.002819,0.002764,-0.002443
47896,2022/3/1,JPM,JPMORGAN CHASE & CO,133.58,140.48,136.45,36840448,-0.037729,136.42,136.42999,140.03999,-0.015027,-0.015087,-0.01042,-0.010501,-0.015473
47896,2022/3/2,JPM,JPMORGAN CHASE & CO,136.6076,140.03999,139.28,19405581,0.02074,139.25,139.25999,137.28999,0.017773,0.017744,0.013006,0.012986,0.018643
47896,2022/3/3,JPM,JPMORGAN CHASE & CO,137.06,140.98,138.28999,16640804,-0.007108,138.2,138.21001,139.84,-0.008077,-0.008183,-0.011302,-0.011354,-0.005255
47896,2022/3/4,JPM,JPMORGAN CHASE & CO,132.39999,135.42,134.39999,21020675,-0.028129,134.32001,134.33,134.94,-0.010171,-0.01023,-0.013542,-0.013578,-0.007934
47896,2022/3/7,JPM,JPMORGAN CHASE & CO,128.95129,132.69,129.21001,27560052,-0.038616,129.21001,129.22,132.17,-0.029143,-0.029166,-0.017518,-0.017555,-0.029518
47896,2022/3/8,JPM,JPMORGAN CHASE & CO,127.27,131.78999,128.3,19207816,-0.007043,128.23,128.24001,129.64,-0.004392,-0.004414,0.005647,0.005616,-0.007234
47896,2022/3/9,JPM,JPMORGAN CHASE & CO,132.44,135.24001,133.44,17536202,0.040062,133.44,133.48,132.89999,0.026287,0.02617,0.02388,0.023837,0.025698
47896,2022/3/10,JPM,JPMORGAN CHASE & CO,130.325,133.45,131.86,15604247,-0.011841,131.87,131.88,131.86,-0.004184,-0.004273,-0.004556,-0.004681,-0.004292
47896,2022/3/11,JPM,JPMORGAN CHASE & CO,128.4249,134.08,128.89,20061789,-0.022524,128.85001,128.86,132.485,-0.013741,-0.013784,-0.016071,-0.016118,-0.012962
47896,2022/3/14,JPM,JPMORGAN CHASE & CO,129.23,132.92,130.17,15786898,0.009931,130.14999,130.17,129.46001,-0.010539,-0.010753,-0.021574,-0.021771,-0.007421
47896,2022/3/15,JPM,JPMORGAN CHASE & CO,131.13,133.55,132.48,15096604,0.017746,132.48,132.52,131.8,0.019118,0.019091,0.010654,0.010596,0.021408
47896,2022/3/16,JPM,JPMORGAN CHASE & CO,134.42999,138.49001,138.39999,20354896,0.044686,138.39999,138.45,134.87,0.025417,0.02538,0.031026,0.03094,0.022384
47896,2022/3/17,JPM,JPMORGAN CHASE & CO,135.9205,140.19,140.14999,17050454,0.012645,140.11,140.14,136.86,0.013941,0.01386,0.018967,0.018909,0.012348
47896,2022/3/18,JPM,JPMORGAN CHASE & CO,138.46001,140.85001,140.10001,23656519,-0.000357,140.07001,140.09,140.19,0.012298,0.012253,0.013125,0.013057,0.011662
47896,2022/3/21,JPM,JPMORGAN CHASE & CO,138.7301,140.75999,139.64999,12676051,-0.003212,139.64999,139.67,140.35001,-0.00173,-0.001826,-0.004166,-0.00429,-0.000435
47896,2022/3/22,JPM,JPMORGAN CHASE & CO,141.7202,143.92999,142.62,13548587,0.021267,142.69,142.7,142.27,0.01177,0.011729,0.012433,0.01237,0.011304
47896,2022/3/23,JPM,JPMORGAN CHASE & CO,139.19991,141.58501,139.78,12093218,-0.019913,139.75,139.75999,140.98,-0.011877,-0.011976,-0.007287,-0.007393,-0.012273
47896,2022/3/24,JPM,JPMORGAN CHASE & CO,139.11,140.71001,140.69,10017625,0.00651,140.67,140.67999,140.3,0.013111,0.012961,0.008528,0.008433,0.014344
47896,2022/3/25,JPM,JPMORGAN CHASE & CO,140.8,143.17999,141.92,8386416,0.008743,141.89999,141.92,141.09,0.003084,0.003059,-0.003684,-0.003765,0.005066
47896,2022/3/28,JPM,JPMORGAN CHASE & CO,137.895,140.97,140.87,10818077,-0.007399,140.85001,140.86,140,0.006122,0.006119,-0.002104,-0.002124,0.007145
47896,2022/3/29,JPM,JPMORGAN CHASE & CO,140.24001,143.595,141.17999,11316503,0.002201,141.23,141.24001,143.35001,0.014708,0.014705,0.017348,0.017323,0.012257
47896,2022/3/30,JPM,JPMORGAN CHASE & CO,139.91,142.12,140.53999,8771027,-0.004533,140.56,140.57001,141.89999,-0.007642,-0.007787,-0.008686,-0.00884,-0.006294
47896,2022/3/31,JPM,JPMORGAN CHASE & CO,136.25999,140.345,136.32001,17353942,-0.030027,136.31,136.32001,139.83,-0.014539,-0.014594,-0.009262,-0.009301,-0.015653
47896,2022/4/1,JPM,JPMORGAN CHASE & CO,133.8,137.41,135.31,15721297,-0.007409,135.31,135.32001,137.39999,0.004477,0.004431,0.006133,0.006019,0.00341
47896,2022/4/4,JPM,JPMORGAN CHASE & CO,132.89,136.94,135.91,17422937,0.004434,135.98,136.03,134.12,0.008315,0.00829,0.008491,0.008472,0.008091
47896,2022/4/5,JPM,JPMORGAN CHASE & CO,133.00999,135.39999,133.34,12110267,-0.011552,133.38,133.39,134.07001,-0.014787,-0.014892,-0.015893,-0.015914,-0.012552
47896,2022/4/6,JPM,JPMORGAN CHASE & CO,130.96001,132.56,131.49001,12914733,-0.013874,131.52,131.53999,131.58,-0.011276,-0.01128,-0.012338,-0.012353,-0.009717
47896,2022/4/7,JPM,JPMORGAN CHASE & CO,128.73,131.92,131.09,12994231,-0.003042,131.14999,131.16,130.95,0.00248,0.002363,-0.003872,-0.003907,0.004253
47896,2022/4/8,JPM,JPMORGAN CHASE & CO,131.49001,133.89999,133.49001,13126938,0.018308,133.52,133.53999,131.67,-0.003214,-0.003234,-0.004984,-0.005046,-0.002651
47896,2022/4/11,JPM,JPMORGAN CHASE & CO,132.57001,134.89999,133,10466429,-0.003671,133.03,133.03999,133,-0.014385,-0.014387,-0.010571,-0.010586,-0.016877
47896,2022/4/12,JPM,JPMORGAN CHASE & CO,130.7,134.58,131.53999,12989862,-0.010977,131.46001,131.49001,132.14,-0.002728,-0.002781,-0.002382,-0.002421,-0.003418
47896,2022/4/13,JPM,JPMORGAN CHASE & CO,126.01,129.25,127.3,30838027,-0.032233,127.19,127.2,126.94,0.013356,0.013214,0.013674,0.01356,0.011175
47896,2022/4/14,JPM,JPMORGAN CHASE & CO,125.02,128.3,126.12,18835190,-0.009269,126.09,126.11,126.5,-0.011685,-0.01169,-0.008326,-0.008381,-0.012144
47896,2022/4/18,JPM,JPMORGAN CHASE & CO,125.54,129.24001,128.46001,11834444,0.018554,128.5,128.50999,125.67,-0.002124,-0.00213,-0.009658,-0.009698,-0.000205
47896,2022/4/19,JPM,JPMORGAN CHASE & CO,128.23,131.32001,131.12,15015448,0.020707,131.16,131.17,128.45,0.016324,0.016239,0.012954,0.012892,0.016058
47896,2022/4/20,JPM,JPMORGAN CHASE & CO,131.34,133.50999,131.58,13430189,0.003508,131.59,131.60001,132.52,-0.000861,-0.000871,-0.000075,-0.000091,-0.000619
47896,2022/4/21,JPM,JPMORGAN CHASE & CO,129.96001,132.81,130.56,12174182,-0.007752,130.50999,130.53,132.22,-0.016871,-0.016932,-0.019458,-0.01954,-0.014753
47896,2022/4/22,JPM,JPMORGAN CHASE & CO,126.6879,130.52,126.81,14318842,-0.028722,126.84,126.86,130.28,-0.026382,-0.02642,-0.017404,-0.017433,-0.02774
47896,2022/4/25,JPM,JPMORGAN CHASE & CO,123.11,127.115,126.77,17149031,-0.000315,126.77,126.82,126.01,0.005326,0.005315,0.00124,0.001227,0.005698
47896,2022/4/26,JPM,JPMORGAN CHASE & CO,122.87,126.41,123.02,17209535,-0.029581,122.99,123.02,124.64,-0.028338,-0.028347,-0.024434,-0.024446,-0.028146
47896,2022/4/27,JPM,JPMORGAN CHASE & CO,121.22,123.56,121.42,17215247,-0.013006,121.38,121.39,122.33,0.001297,0.001286,-0.001817,-0.001849,0.002098
47896,2022/4/28,JPM,JPMORGAN CHASE & CO,121.14,123.65,123.34,13019941,0.015813,123.36,123.37,122.81,0.022979,0.022902,0.012195,0.01213,0.024747
47896,2022/4/29,JPM,JPMORGAN CHASE & CO,118.9,123.61,119.36,14874811,-0.032268,119.38,119.39,123.05,-0.033543,-0.033638,-0.017716,-0.017776,-0.036285
47896,2022/5/2,JPM,JPMORGAN CHASE & CO,118.22,120.71,120.45,18544958,0.009132,120.46,120.5,119.88,0.005966,0.005917,0.005146,0.005059,0.005675
47896,2022/5/3,JPM,JPMORGAN CHASE & CO,120.78,124.17,123.03,15720935,0.02142,123.04,123.05,121.53,0.005109,0.0051,0.006211,0.006196,0.004837
47896,2022/5/4,JPM,JPMORGAN CHASE & CO,122.74,127.4,127.1,17128535,0.033081,127.06,127.08,122.8,0.027983,0.027962,0.017719,0.017688,0.029862
47896,2022/5/5,JPM,JPMORGAN CHASE & CO,122.16,126.1,123.92,15055401,-0.02502,124.01,124.11,125.25,-0.036281,-0.036384,-0.031048,-0.031096,-0.03565
47896,2022/5/6,JPM,JPMORGAN CHASE & CO,121.18,124.29,123.72,14417942,-0.001614,123.8,123.81,123.8,-0.008396,-0.008523,-0.01459,-0.014644,-0.005674
47896,2022/5/9,JPM,JPMORGAN CHASE & CO,120.5,123.33,121.86,14312300,-0.015034,121.86,121.88,122.11,-0.035487,-0.035549,-0.04038,-0.040423,-0.032037
47896,2022/5/10,JPM,JPMORGAN CHASE & CO,117.56,123.78,118.89,16382441,-0.024372,118.89,118.9,123.11,0.001277,0.001268,-0.003265,-0.0033,0.002458
47896,2022/5/11,JPM,JPMORGAN CHASE & CO,117.94,122.89,118.14,14630299,-0.006308,118.17,118.18,119.3,-0.017115,-0.017157,-0.022909,-0.022976,-0.016463
47896,2022/5/12,JPM,JPMORGAN CHASE & CO,115.37,118.32,118.04,16318801,-0.000846,118.04,118.08,117,0.00147,0.001178,0.005678,0.005529,-0.001296
47896,2022/5/13,JPM,JPMORGAN CHASE & CO,117.96,120.25,119.09,10443203,0.008895,119.07,119.08,119.41,0.026999,0.026881,0.030828,0.030672,0.02387
47896,2022/5/16,JPM,JPMORGAN CHASE & CO,117.23,119.46,118.26,10269025,-0.006969,118.28,118.3,118.54,-0.004679,-0.004741,-0.00176,-0.001805,-0.003946
47896,2022/5/17,JPM,JPMORGAN CHASE & CO,120.81,122.97,122.18,11160151,0.033147,122.25,122.26,121.04,0.020557,0.020512,0.023178,0.023145,0.02017
47896,2022/5/18,JPM,JPMORGAN CHASE & CO,119.53,121.97,120.09,12664912,-0.017106,120.1,120.13,121.3,-0.037661,-0.037821,-0.025583,-0.025605,-0.040395
47896,2022/5/19,JPM,JPMORGAN CHASE & CO,117.63,119.65,118.31,12765769,-0.014822,118.26,118.3,118.19,-0.002115,-0.002238,0.005998,0.0059,-0.005834
47896,2022/5/20,JPM,JPMORGAN CHASE & CO,115.02,119.67,117.34,13150099,-0.008199,117.35,117.36,119.46,-0.000026,-0.000056,-0.003057,-0.003132,0.000146
47896,2022/5/23,JPM,JPMORGAN CHASE & CO,120.45,126.57,124.6,24376725,0.061872,124.57,124.58,120.46,0.016398,0.01631,0.008201,0.008123,0.018555
47896,2022/5/24,JPM,JPMORGAN CHASE & CO,123.11,127.49,126.36,19324922,0.014125,126.39,126.4,124.36,-0.010605,-0.010632,-0.015893,-0.015944,-0.008121
47896,2022/5/25,JPM,JPMORGAN CHASE & CO,125.17,127.86,127.24,12780385,0.006964,127.24,127.28,126.28,0.011199,0.011184,0.013029,0.013014,0.009451
47896,2022/5/26,JPM,JPMORGAN CHASE & CO,128.21001,130.19389,129.44,15990944,0.01729,129.46001,129.47,128.37,0.019776,0.019729,0.017453,0.017397,0.019883
47896,2022/5/27,JPM,JPMORGAN CHASE & CO,129.14,131.27,131.27,11177759,0.014138,131.23,131.24001,130.16,0.024482,0.024332,0.020715,0.020633,0.024742
47896,2022/5/31,JPM,JPMORGAN CHASE & CO,129.71001,133.14999,132.23,17015042,0.007313,132.28999,132.33,130.17999,-0.006957,-0.00705,-0.004159,-0.004236,-0.006274
47896,2022/6/1,JPM,JPMORGAN CHASE & CO,128.67,132.87,129.91,10768023,-0.017545,129.92,129.94,132.87,-0.006968,-0.007092,-0.007004,-0.007122,-0.007483
47896,2022/6/2,JPM,JPMORGAN CHASE & CO,128.67,132.00999,132,8374794,0.016088,131.97,131.98,129.89999,0.020266,0.020123,0.018635,0.018575,0.018431
47896,2022/6/3,JPM,JPMORGAN CHASE & CO,129.99001,131.77,130.16,8596022,-0.013939,129.99001,130,131.21001,-0.01536,-0.015442,-0.006476,-0.006519,-0.016347
47896,2022/6/6,JPM,JPMORGAN CHASE & CO,129.46001,132.39,129.73,11323459,-0.003304,129.66,129.71001,131.09,0.002954,0.002947,-0.000232,-0.000244,0.003137
47896,2022/6/7,JPM,JPMORGAN CHASE & CO,128.61591,130.32001,130.07001,6722167,0.002621,130.02,130.03999,128.83,0.009806,0.009779,0.010778,0.010758,0.009523
47896,2022/6/8,JPM,JPMORGAN CHASE & CO,126.9,129.45,128,8422110,-0.015915,127.91,127.93,129,-0.010409,-0.010446,-0.002544,-0.002573,-0.010794
47896,2022/6/9,JPM,JPMORGAN CHASE & CO,125.27,128.10001,125.31,13565478,-0.021016,125.27,125.31,127.37,-0.02358,-0.023822,-0.018039,-0.018311,-0.023799
47896,2022/6/10,JPM,JPMORGAN CHASE & CO,119.32,123.4,119.55,12951760,-0.045966,119.44,119.45,122.59,-0.028242,-0.02827,-0.022558,-0.022657,-0.02911
47896,2022/6/13,JPM,JPMORGAN CHASE & CO,115.06,117.95,115.99,16805564,-0.029778,116.01,116.02,116.86,-0.040683,-0.040691,-0.043392,-0.043413,-0.038768
47896,2022/6/14,JPM,JPMORGAN CHASE & CO,113.22,117.32,114.06,13357912,-0.016639,114.09,114.13,115.55,-0.003455,-0.003757,-0.004295,-0.004543,-0.003774
47896,2022/6/15,JPM,JPMORGAN CHASE & CO,113.1683,116.95,115.41,14083548,0.011836,115.38,115.42,115.62,0.014988,0.014946,0.014309,0.01424,0.014593
47896,2022/6/16,JPM,JPMORGAN CHASE & CO,111.87,114.2593,113.43,16724855,-0.017156,113.49,113.52,113.86,-0.034246,-0.03434,-0.030492,-0.030618,-0.032512
47896,2022/6/17,JPM,JPMORGAN CHASE & CO,112.16,114.63,113.03,30919865,-0.003526,112.9,112.91,113.54,0.004,0.003939,0.009816,0.009687,0.002201
47896,2022/6/21,JPM,JPMORGAN CHASE & CO,115.04,117.03,115.83,11680485,0.024772,115.83,115.84,115.865,0.022508,0.022318,0.01447,0.014232,0.024477
47896,2022/6/22,JPM,JPMORGAN CHASE & CO,114.39,116.1999,115.18,9848572,-0.005612,115.12,115.15,114.88,-0.002209,-0.002256,-0.002164,-0.002397,-0.001302
47896,2022/6/23,JPM,JPMORGAN CHASE & CO,111.48,115.18,113.92,11851541,-0.010939,113.92,113.93,115.01,0.009173,0.009074,0.010361,0.010309,0.009532
47896,2022/6/24,JPM,JPMORGAN CHASE & CO,112.83,117.82,117.32,14841090,0.029846,117.34,117.38,113.23,0.029803,0.029751,0.018007,0.017718,0.030563
47896,2022/6/27,JPM,JPMORGAN CHASE & CO,115.6417,118.5,116.38,11280485,-0.008012,116.38,116.4,118.06,-0.002129,-0.002163,0.001884,0.001822,-0.002973
47896,2022/6/28,JPM,JPMORGAN CHASE & CO,115.6,119.29,115.82,11615519,-0.004812,115.79,115.82,117.67,-0.018708,-0.01871,-0.013435,-0.013472,-0.020143
47896,2022/6/29,JPM,JPMORGAN CHASE & CO,114.73,116.82,115.3,9338432,-0.00449,115.26,115.3,116,-0.002681,-0.002871,-0.008789,-0.009096,-0.000712
47896,2022/6/30,JPM,JPMORGAN CHASE & CO,110.93,114.075,112.61,15172611,-0.02333,112.63,112.67,113.17,-0.008945,-0.009068,-0.006289,-0.006331,-0.008759
47896,2022/7/1,JPM,JPMORGAN CHASE & CO,111.16,114.415,114.05,10573577,0.012788,114.06,114.07,112.65,0.011007,0.010912,0.007705,0.007554,0.010554
47896,2022/7/5,JPM,JPMORGAN CHASE & CO,109.3,112.71,112.62,12515590,-0.00377,112.65,112.67,110.77,0.002031,0.001907,0.004354,0.004306,0.001584
47896,2022/7/6,JPM,JPMORGAN CHASE & CO,110.785,112.99,111.89,10656197,-0.006482,111.91,111.92,111.73,0.000678,0.000663,-0.004074,-0.004098,0.003573
47896,2022/7/7,JPM,JPMORGAN CHASE & CO,113.4,114.9,114.72,10347385,0.025293,114.68,114.72,113.5,0.016903,0.016796,0.021121,0.021088,0.014965
47896,2022/7/8,JPM,JPMORGAN CHASE & CO,113.61,115.65,114.36,8807840,-0.003138,114.37,114.38,115.16,-0.000824,-0.000887,0.002676,0.002598,-0.00083
47896,2022/7/11,JPM,JPMORGAN CHASE & CO,112.215,114.23,112.86,7944573,-0.013116,112.85,112.86,113.55,-0.013163,-0.013182,-0.016265,-0.016284,-0.011527
47896,2022/7/12,JPM,JPMORGAN CHASE & CO,112.26,115.18,112.97,11250917,0.000975,113.02,113.03,112.58,-0.008058,-0.008074,-0.002621,-0.00264,-0.009244
47896,2022/7/13,JPM,JPMORGAN CHASE & CO,110.38,112.4769,111.91,12979883,-0.009383,111.82,111.89,111.75,-0.003428,-0.003444,-0.000128,-0.000141,-0.004457
47896,2022/7/14,JPM,JPMORGAN CHASE & CO,106.06,108.23,108,26204846,-0.034939,107.96,108,107.99,-0.005548,-0.005656,-0.010477,-0.010627,-0.002999
47896,2022/7/15,JPM,JPMORGAN CHASE & CO,107.67,113.88,112.95,18863886,0.045833,112.92,112.94,109.16,0.018546,0.018543,0.012759,0.012743,0.019201
47896,2022/7/18,JPM,JPMORGAN CHASE & CO,111.29,115.8401,111.79,13977903,-0.01027,111.75,111.77,114.77,-0.005552,-0.005558,0.000888,0.000849,-0.008364
47896,2022/7/19,JPM,JPMORGAN CHASE & CO,112.67,114.935,114.56,11862269,0.024779,114.49,114.52,113.13,0.027381,0.027351,0.022051,0.02203,0.027628
47896,2022/7/20,JPM,JPMORGAN CHASE & CO,113.48,114.7389,114.54,11667540,-0.000175,114.54,114.55,114.1,0.007873,0.007861,0.010834,0.010808,0.005896
47896,2022/7/21,JPM,JPMORGAN CHASE & CO,113.37,115.53,115.32,11595860,0.00681,115.32,115.33,114.44,0.009349,0.009261,0.004848,0.004749,0.009861
47896,2022/7/22,JPM,JPMORGAN CHASE & CO,113.67,116.25,114.76,7645542,-0.004856,114.76,114.78,115.24,-0.010469,-0.010481,-0.013783,-0.013814,-0.009332
47896,2022/7/25,JPM,JPMORGAN CHASE & CO,114.77,116.46,115.22,9394033,0.004008,115.23,115.24,115.84,0.001988,0.001959,0.001669,0.001661,0.001315
47896,2022/7/26,JPM,JPMORGAN CHASE & CO,113.03,115.58,113.42,10675119,-0.015622,113.39,113.41,114.58,-0.01184,-0.011849,-0.008892,-0.00891,-0.011543
47896,2022/7/27,JPM,JPMORGAN CHASE & CO,113.3,115.74,115.24,9274454,0.016047,115.18,115.19,114.01,0.025315,0.025307,0.01808,0.017956,0.026156
47896,2022/7/28,JPM,JPMORGAN CHASE & CO,113.53,115.98,114.81,10384770,-0.003731,114.8,114.81,115.25,0.012436,0.012313,0.009486,0.009428,0.012133
47896,2022/7/29,JPM,JPMORGAN CHASE & CO,114.785,116.5,115.36,12944544,0.004791,115.36,115.4,115.59,0.013414,0.013266,0.005708,0.005646,0.014208
47896,2022/8/1,JPM,JPMORGAN CHASE & CO,113.07,115.105,114.21,14740406,-0.009969,114.2,114.21,114.5,-0.002154,-0.002226,0.000041,-0.000065,-0.002823
47896,2022/8/2,JPM,JPMORGAN CHASE & CO,112.27,114.395,112.43,14942854,-0.015585,112.46,112.47,113.92,-0.005244,-0.005251,0.003821,0.003804,-0.006662
47896,2022/8/3,JPM,JPMORGAN CHASE & CO,111.71,114.0976,113.61,14394499,0.010495,113.62,113.63,113.45,0.014969,0.014945,0.014301,0.014279,0.015638
47896,2022/8/4,JPM,JPMORGAN CHASE & CO,111.0214,113.32,112.36,18033854,-0.011003,112.34,112.36,112.85,-0.000469,-0.000552,0.004259,0.004217,-0.000777
47896,2022/8/5,JPM,JPMORGAN CHASE & CO,112.05,116.1899,115.76,14174642,0.03026,115.76,115.77,112.53,-0.000378,-0.000498,0.00531,0.005246,-0.001626
47896,2022/8/8,JPM,JPMORGAN CHASE & CO,114.18,116.7,114.35,10339584,-0.01218,114.36,114.39,116.25,0.001213,0.001189,0.009318,0.009293,-0.001238
47896,2022/8/9,JPM,JPMORGAN CHASE & CO,114.37,115.99,115.38,10233754,0.009007,115.39,115.41,114.75,-0.006349,-0.006397,-0.013252,-0.013285,-0.004249
