PERMNO,date,TICKER,COMNAM,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,OPENPRC,vwretd,vwretx,ewretd,ewretx,sprtn
21936,2022/2/4,PFE,PFIZER INC,52.63,53.43,53,24932162,-0.007119,53.05,53.06,53.02,0.007243,0.007094,0.007808,0.00777,0.005157
21936,2022/2/7,PFE,PFIZER INC,52.24,53.5776,53.21,32358536,0.003962,53.26,53.28,53.3,-0.001807,-0.001837,0.004501,0.004462,-0.003702
21936,2022/2/8,PFE,PFIZER INC,49.69,51.8,51.7,67921966,-0.028378,51.7,51.71,50.64,0.009147,0.00914,0.008339,0.008321,0.008401
21936,2022/2/9,PFE,PFIZER INC,50.9,51.715,51.47,38522207,-0.004449,51.46,51.47,51.64,0.016251,0.016166,0.016842,0.016818,0.014517
21936,2022/2/10,PFE,PFIZER INC,50.39,51.37,50.6,34200602,-0.016903,50.59,50.6,51.04,-0.016293,-0.016406,-0.010505,-0.010605,-0.018116
21936,2022/2/11,PFE,PFIZER INC,50.075,51.24,50.78,34997790,0.003557,50.76,50.77,50.33,-0.017672,-0.017716,-0.011637,-0.011691,-0.018969
21936,2022/2/14,PFE,PFIZER INC,48.48,50.5,49.8,42973119,-0.019299,49.79,49.8,49.82,-0.004128,-0.004236,-0.008027,-0.00814,-0.003841
21936,2022/2/15,PFE,PFIZER INC,49.21,50.0399,49.79,29161056,-0.000201,49.78,49.79,49.8,0.017622,0.017542,0.021559,0.021528,0.015767
21936,2022/2/16,PFE,PFIZER INC,49.43,50.775,49.68,27672592,-0.002209,49.68,49.69,49.59,0.000308,0.000219,0.001503,0.001478,0.000881
21936,2022/2/17,PFE,PFIZER INC,48.75,49.96,48.9,21231671,-0.0157,48.9,48.91,49.81,-0.021239,-0.021335,-0.017211,-0.017318,-0.021173
21936,2022/2/18,PFE,PFIZER INC,48.2,49.515,48.53,26955313,-0.007567,48.53,48.54,48.78,-0.008297,-0.008413,-0.01007,-0.010122,-0.007166
21936,2022/2/22,PFE,PFIZER INC,47.345,48.31,47.53,34814811,-0.020606,47.5,47.51,47.54,-0.011235,-0.011258,-0.014612,-0.014653,-0.010143
21936,2022/2/23,PFE,PFIZER INC,46.78,48.16,46.87,25792980,-0.013886,46.87,46.89,47.59,-0.018075,-0.018087,-0.013319,-0.013339,-0.018412
21936,2022/2/24,PFE,PFIZER INC,45.4,46.755,45.96,44227348,-0.019415,45.95,45.96,45.86,0.016083,0.016019,0.013783,0.013731,0.014957
21936,2022/2/25,PFE,PFIZER INC,45.74,48.03,47.72,31199192,0.038294,47.72,47.73,45.81,0.022121,0.022022,0.016934,0.016865,0.022373
21936,2022/2/28,PFE,PFIZER INC,46.34,47.17,46.94,35296050,-0.016345,46.93,46.94,46.82,-0.000365,-0.000452,0.002819,0.002764,-0.002443
21936,2022/3/1,PFE,PFIZER INC,45.44,47.1368,45.75,29854506,-0.025351,45.74,45.75,46.69,-0.015027,-0.015087,-0.01042,-0.010501,-0.015473
21936,2022/3/2,PFE,PFIZER INC,46,47.93,47.7,36516150,0.042623,47.69,47.7,46.11,0.017773,0.017744,0.013006,0.012986,0.018643
21936,2022/3/3,PFE,PFIZER INC,47.48,48.585,47.83,30553340,0.002725,47.83,47.84,47.68,-0.008077,-0.008183,-0.011302,-0.011354,-0.005255
21936,2022/3/4,PFE,PFIZER INC,47.41,48.77,48.65,33222898,0.017144,48.64,48.65,47.5,-0.010171,-0.01023,-0.013542,-0.013578,-0.007934
21936,2022/3/7,PFE,PFIZER INC,47.515,48.84,47.98,33171300,-0.013772,47.98,47.99,48.25,-0.029143,-0.029166,-0.017518,-0.017555,-0.029518
21936,2022/3/8,PFE,PFIZER INC,46.465,48.4182,47.44,32913298,-0.011255,47.43,47.44,47.58,-0.004392,-0.004414,0.005647,0.005616,-0.007234
21936,2022/3/9,PFE,PFIZER INC,48,49.22,48.75,24718917,0.027614,48.75,48.76,48.13,0.026287,0.02617,0.02388,0.023837,0.025698
21936,2022/3/10,PFE,PFIZER INC,48.05,49.29,49.2,24542343,0.009231,49.19,49.2,48.305,-0.004184,-0.004273,-0.004556,-0.004681,-0.004292
21936,2022/3/11,PFE,PFIZER INC,48.9425,50.9,50.27,33701925,0.021748,50.27,50.28,49.14,-0.013741,-0.013784,-0.016071,-0.016118,-0.012962
21936,2022/3/14,PFE,PFIZER INC,50.39,52.91,52.25,42314540,0.039387,52.24,52.25,50.72,-0.010539,-0.010753,-0.021574,-0.021771,-0.007421
21936,2022/3/15,PFE,PFIZER INC,51.18,52.92,52.21,30172127,-0.000766,52.24,52.25,52.62,0.019118,0.019091,0.010654,0.010596,0.021408
21936,2022/3/16,PFE,PFIZER INC,52.18,53.27,52.92,29891423,0.013599,52.92,52.93,52.54,0.025417,0.02538,0.031026,0.03094,0.022384
21936,2022/3/17,PFE,PFIZER INC,52.79,54.25,54.24,30598584,0.024943,54.24,54.25,52.92,0.013941,0.01386,0.018967,0.018909,0.012348
21936,2022/3/18,PFE,PFIZER INC,53.705,55,54.51,51814974,0.004978,54.44,54.49,54.38,0.012298,0.012253,0.013125,0.013057,0.011662
21936,2022/3/21,PFE,PFIZER INC,53.9,55.3,54.19,34592463,-0.00587,54.19,54.2,54.24,-0.00173,-0.001826,-0.004166,-0.00429,-0.000435
21936,2022/3/22,PFE,PFIZER INC,52.495,54.32,53.04,32253610,-0.021222,53.09,53.1,54.2,0.01177,0.011729,0.012433,0.01237,0.011304
21936,2022/3/23,PFE,PFIZER INC,52.155,53.5,52.19,29183686,-0.016026,52.18,52.19,53.02,-0.011877,-0.011976,-0.007287,-0.007393,-0.012273
21936,2022/3/24,PFE,PFIZER INC,52.29,52.845,52.59,25177484,0.007664,52.59,52.6,52.54,0.013111,0.012961,0.008528,0.008433,0.014344
21936,2022/3/25,PFE,PFIZER INC,52.51,53.25,52.78,17435470,0.003613,52.77,52.78,52.74,0.003084,0.003059,-0.003684,-0.003765,0.005066
21936,2022/3/28,PFE,PFIZER INC,52.5,53.56,53.28,21863713,0.009473,53.27,53.28,52.53,0.006122,0.006119,-0.002104,-0.002124,0.007145
